Pick his pocket while he's distracted.	2	[Pick his pocket while he's distracted.] 	03_cv_vtc_clerk.stringtable
Plant a grenade.	2	[Plant a grenade.]	09_cv_jail_window.stringtable
Approach the camp.	2	[Approach the camp.]	re_si_campsite_explorers.stringtable
Pay 50 cp.	2	[Pay 50 cp.] "Will this satisfy you?"	06_cv_amb_thugs_01.stringtable
Double back and attempt an ambush.	2	[Double back and attempt an ambush.]	26_si__collapsed_mine_guardians.stringtable
Cast Necrotic Lance.	2	[Cast Necrotic Lance.]	13_si_crane_cargo.stringtable
Push the bombard into position.	2	[Push the bombard into position.]	11_si_cannon.stringtable
Cast Burst of Summer Flame.	2	[Cast Burst of Summer Flame.]	13_si_crane_cargo.stringtable
Call up a strong wind in an attempt to disperse the fog.	2	[Call up a strong wind in an attempt to disperse the fog.]	re_si_fog_deep_sea.stringtable
Identify the symbol.	2	[Identify the symbol.]	re_si_huana_druid.stringtable
Shake head.	2	[Shake head.] "Yes."	10_si_eothas_saves_you.stringtable
Place a bomb in the ash.	2	[Place a bomb in the ash.]	16_cv_brazier.stringtable
Orient yourself in the passage.	2	[Orient yourself in the passage.]	11_si_swim.stringtable
Make a rude hand gesture.	2	[Make a rude hand gesture.]	13_cv_benweth.stringtable
Continue whipping.	2	[Continue whipping.]	re_si_crew_event_murder.stringtable
Use your fiery hair to kindle a flame.	2	[Use your fiery hair to kindle a flame.]	09_cv_braziers.stringtable
Dive toward the light.	2	[Dive toward the light.]	06_si_statue_sunken.stringtable
Examine the gemstones.	2	[Examine the gemstones.]	05_cv_vault_lock.stringtable
Enter Combat.	2	[Enter Combat.] "Easy prey!"	re_si_ship_combat.stringtable
Rotate the gems to experiment with various positions.	2	[Rotate the gems to experiment with various positions.]	05_cv_vault_lock.stringtable
Plant a frost bomb.	2	[Plant a frost bomb.]	09_cv_jail_window.stringtable
ShipDuel_SurrenderCost	2	For your surrender, [ShipDuel_Opponent] demands: [ShipDuel_SurrenderCost]	re_si_ship_combat.stringtable
Take the conch and swim back up.	2	[Take the conch and swim back up.]	06_si_statue_sunken.stringtable
Take the lift down to the ground.	2	[Take the lift down to the ground.]	16_si_lift.stringtable
Keep watching.	2	[Keep watching.]	17_cv_aeldys_betrayal.stringtable
Consign his soul to Berath.	2	[Consign his soul to Berath.]	re_si_port_maje_swimming.stringtable
Punch him in the gut.	2	[Punch him in the gut.]	13_cv_benweth.stringtable
Kiss her.	2	[Kiss her.]	companion_cv_xoti_arc.stringtable
Cut the ropes.	2	[Cut the ropes.] "Benweth won't be troubling you any time soon."	13_cv_pirate_lass.stringtable
Depress the shark mural.	2	[Depress the shark mural.]	15_si_mural.stringtable
Search the camp.	2	[Search the camp.]	re_si_campsite_explorers.stringtable
Draw the beast's attention.	2	[Draw the beast's attention.]	re_si_city_skuldr.stringtable
Give her an ale.	2	[Give her an ale.] "Nonsense. To loyal birds." 	companion_maia_relationship_player.stringtable
Swim back to the surface.	2	[Swim back to the surface.]	06_si_statue_sunken.stringtable
Destroy the disc.	2	[Destroy the disc.]	22_si_map.stringtable
Conjure a magical decoy as a distraction.	2	[Conjure a magical decoy as a distraction.]	re_si_campsite_explorers.stringtable
Investigate the scene.	2	[Investigate the scene.]	re_si_stampede.stringtable
Search for salvage.	2	[Search for salvage.]	re_si_hunter_camp_lurker.stringtable
Plant a lightning bomb.	2	[Plant a lightning bomb.]	09_cv_jail_window.stringtable
Continue toward the light.	2	[Continue toward the light.]	06_si_statue_sunken.stringtable
Offer Ishiza some more shark meat.	2	[Offer Ishiza some more shark meat.]	companion_maia_relationship_player.stringtable
Abandon the plot.	2	[Abandon the plot.]	re_si_campsite_explorers.stringtable
Terrify them with an ability.	2	[Terrify them with an ability.]	re_si_mutiny.stringtable
Use the Rod of the Deep Hunter to disable the enchantments.	2	[Use the Rod of the Deep Hunter to disable the enchantments.]	05_cv_dragon_dais.stringtable
Look to Maia and Tekēhu	2	[Look to Maia and Tekēhu] "Both of you look like you have something to say."	companion_maia_main.stringtable
Pull the door open.	2	[Pull the door open.]	11_si_swim.stringtable
Step away.	2	[Step away.]	23_si_xaurip_tunnel.stringtable
Swim onward.	2	[Swim onward.]	11_si_swim.stringtable
Give her the explosive.	2	[Give her the explosive.] "Queen Onekaza asked me to destroy the powderhouse."	08_cv_hazanui_karu.stringtable
Give her the broodmother's head.	2	[Give her the broodmother's head.] "I killed the lagufaeth broodmother. The others are too weak to attack you now."	00_cv_himuihi.stringtable
Bow your head.	2	[Bow your head.]	07_cv_berath_high_priest.stringtable
Ask a companion to speak to them.	2	[Ask a companion to speak to them.]	26_si__collapsed_mine_guardians.stringtable
Stay your course.	2	[Stay your course.]	13_si_deadight_approach.stringtable
Fill the sails with a summoned wind.	2	[Fill the sails with a summoned wind.]	re_si_sea_creature_gaint_jellyfish.stringtable
Keep going.	2	[Keep going.]	re_si_2609_victims.stringtable
Find the ship's surgeon.	2	[Find the ship's surgeon.] "Care to tell me why everyone on my boat is sick, [Specified 1]?"	re_si_crew_event_sick.stringtable
Cut their bonds.	2	[Cut their bonds.] "The way is clear. You can go."	20_cv_principi_captive.stringtable
Join their camp.	2	[Join their camp.]	re_si_campsite_explorers.stringtable
Try to move the pointer.	2	[Try to move the pointer.]	26_si_desert_ruin_burial.stringtable
Kick her.	2	[Kick her.]	06_cv_roparu_beggar.stringtable
Cross the hallway and continue.	2	[Cross the hallway and continue.]	07_si_sepulchers_tunnels.stringtable
Shield your mind.	2	[Shield your mind.]	06_cv_zahak.stringtable
Plant a blister bomb.	2	[Plant a blister bomb.]	09_cv_jail_window.stringtable
Take them.	2	[Take them.]	re_si_campsite_explorers.stringtable
Free her.	2	[Free her.] "Let's do this."	17_cv_aeldys_betrayal.stringtable
Throw a dagger to cut the cargo's rope.	2	[Throw a dagger to cut the cargo's rope.]	13_si_crane_cargo.stringtable
Retrieve the glittering object from the tomb.	2	[Retrieve the glittering object from the tomb.]	07_si_sepulchers_tunnels.stringtable
Enter the ruin.	2	[Enter the ruin.]	26_si_cannibal_ruin.stringtable
Draw your weapons.	2	[Draw your weapons.]	26_si_flame_naga_cave.stringtable
Sacrifice a crew member as bait and flee.	2	[Sacrifice a crew member as bait and flee.]	re_si_sea_creature_gaint_jellyfish.stringtable
Let it leave.	2	[Let it leave.]	re_si_shrine_thieves.stringtable
Shoot an arrow to sever the cargo's rope.	2	[Shoot an arrow to sever the cargo's rope.]	13_si_crane_cargo.stringtable
Give Rinco the coin purse	2	[Give Rinco the coin purse] "I have what you asked for."	09_cv_rinco.stringtable
Climb into the tunnel.	2	[Climb into the tunnel.]	23_si_xaurip_tunnel.stringtable
Cut her ropes.	2	[Cut her ropes.]	17_cv_aeldys_betrayal.stringtable
Climb back down.	2	[Climb back down.]	28_si_drowned_barrows_transition.stringtable
Scatter them with magic.	2	[Scatter them with magic.]	re_si_spore_lures.stringtable
Bribe	2	[Bribe] "Maybe two hundred and fifty coppers will jog your memory."	03_cv_aenalys.stringtable
Shake her hand.	2	[Shake her hand.] "Been a pleasure working with you, Aenia."	03_cv_vtc_bounty_giver.stringtable
Nod	2	[Nod] "Farewell to you."	06_cv_survivor_solo.stringtable
Sneak up on the eotens.	2	[Sneak up on the eotens.]	re_si_eoten.stringtable
Give him Beza's pages.	2	[Give him Beza's pages.] "The Vailians would have harvested your souls to use the machines in Poko Kohara."	00_cv_ruanu.stringtable
Sneak away.	2	[Sneak away.]	re_si_2607_pirates_booty.stringtable
Set camp and rest.	2	[Set camp and rest.]	re_si_shrine_rest.stringtable
Swim through.	2	[Swim through.]	09_si_sea_cave_swim_return.stringtable
Swing toward the sack.	2	[Swing toward the sack.]	00_cv_poko_kohara_well.stringtable
Inspect the hallway.	2	[Inspect the hallway.]	07_si_sepulchers_tunnels.stringtable
Descend.	2	[Descend.]	26_si_flame_naga_cave.stringtable
Head for the path.	2	[Head for the path.]	26_si_undead_crypt_swamp.stringtable
Collect the baby boar.	2	[Collect the baby boar.]	re_si_stampede.stringtable
Continue along the path.	2	[Continue along the path.]	re_si_spore_lures.stringtable
Return towards the bridge.	2	[Return towards the bridge.]	re_si_port_maje_swimming.stringtable
Sneak forward and take his coin purse.	2	[Sneak forward and take his coin purse.]	re_si_city_wealthy_noble.stringtable
OrlansHeadGame_OpponentTotalScore	2	[Specified 1] rubs their palms together. "The final score is [OrlansHeadGame_OpponentTotalScore] for [Specified 0], and …	re_si_crew_event_orlans_head.stringtable
Reject.	2	[Reject.]	re_si_ship_combat.stringtable
Leave the road and avoid the wagon entirely.	2	[Leave the road and avoid the wagon entirely.]	re_si_supply_wagon_trap.stringtable
Cast your grappling hook.	2	[Cast your grappling hook.]	07_si_sepulchers_tunnels.stringtable
Finish him.	2	[Finish him.] "This is going to hurt you more than it hurts me."	10_cv_rathun_wounded.stringtable
Pry the torc from the priestess' hand.	2	[Pry the torc from the priestess' hand.]	10_cv_rathun_soul_priestess.stringtable
Lie and point to your companion.	2	[Lie and point to your companion.] "I'm Arkemyr's guest and helping him test a new illusion."	05_cv_imp_butler.stringtable
Give rubbing.	2	[Give rubbing.] "I found this ancient Huana navigational chart."	04_cv_prince_aruihi_huana_ruins.stringtable
Inspect the skeleton.	2	[Inspect the skeleton.]	07_si_sepulchers_champion_gate.stringtable
Insight	2	[Insight] "Seems like there was more in that letter."	companion_serafen_quest_1.stringtable
Think at her.	2	[Think at her.] <i>I understand, highness.</i>	04_cv_queen_onezaka_ii.stringtable
Retreat.	2	[Retreat.] "Let them be."	re_si_ship_combat.stringtable
Plant an immolator.	2	[Plant an immolator.]	09_cv_jail_window.stringtable
Throw a grenade at it.	2	[Throw a grenade at it.]	re_si_sea_creature_gaint_jellyfish.stringtable
Swim back to the kitchen.	2	[Swim back to the kitchen.]	11_si_swim.stringtable
Reach into the hole.	2	[Reach into the hole.]	26_si_desert_ruin_burial.stringtable
Fire a burst of magic from your weapon.	2	[Fire a burst of magic from your weapon.]	13_si_crane_cargo.stringtable
Cast Mind Blades.	2	[Cast Mind Blades.]	13_si_crane_cargo.stringtable
Grin menacingly.	2	[Grin menacingly.]	13_cv_aeldys.stringtable
Board and loot the ship.	2	[Board and loot the ship.] "In this shape, they're defenseless! Take them for all they're worth!"	re_si_plague_ship_alive.stringtable
Toss Remaro's head at her feet.	2	[Toss Remaro's head at her feet.]	17_cv_principi_bounty_giver.stringtable
Examine the markings.	2	[Examine the markings.]	re_si_huana_druid.stringtable
Give her an egg.	2	[Give her an egg.] "You probably need this more than I do."	03_cv_scav_urchins.stringtable
Enhance Insight and Intimidate	2	[Enhance Insight and Intimidate] "Here you are."	15_cv_backer_npc_marofeto_liano.stringtable
Show dried koīki.	2	[Show dried koīki.] "Rongi was hiding this on the shore."	00_cv_mukumu.stringtable
Throw a grappling hook through the window.	2	[Throw a grappling hook through the window.]	13_si_wall_climb.stringtable
Plant an implosion charge.	2	[Plant an implosion charge.]	09_cv_jail_window.stringtable
Pay 800 cp.	2	[Pay 800 cp.] "I'll buy the drowner's lung medicine."	06_cv_fabrozzo.stringtable
Continue sailing onward.	2	[Continue sailing onward.]	12_si_ukaizo_storm.stringtable
Refuse the mushroom.	2	[Refuse the mushroom.]	re_si_spore_lures.stringtable
Use flint and tinder.	2	[Use flint and tinder.]	09_cv_braziers.stringtable
Let go of the mace.	2	[Let go of the mace.]	26_cv_soulbound_mace.stringtable
Untie him.	2	[Untie him.]	23_cv_huana_prisoners.stringtable
Wink.	2	[Wink.] "Surely I needn't spend it <i>all</i>, aimica."	03_cv_cortina.stringtable
ShipDuel_CloseToBoardCost	2	The crew mutters nervously as you give the order to charge. [ShipDuel_PlayerShip] will be exposed to raking fire and the…	re_si_ship_combat.stringtable
Wait silently.	2	[Wait silently.]	03_cv_vtc_exile_trial.stringtable
Refuse it.	2	[Refuse it.]	re_si_spore_lures.stringtable
Inspect the path.	2	[Inspect the path.]	06_si_os1_cliff_steps.stringtable
Plant a cinder bomb.	2	[Plant a cinder bomb.]	09_cv_jail_window.stringtable
Light the brazier with a torch.	2	[Light the brazier with a torch.]	09_cv_braziers.stringtable
Try to save the falling gems.	2	[Try to save the falling gems.]	00_cv_poko_kohara_well.stringtable
Accept.	2	[Accept.]	re_si_ship_combat.stringtable
Ignore it and let the issue sort itself out.	2	[Ignore it and let the issue sort itself out.]	re_si_crew_event_infighting.stringtable
Bribe him.	2	[Bribe him.] "Might five thousand copper change your mind?"	05_cv_bathhouse_owner.stringtable
Take the helm.	2	[Take the helm.] "Thanks."	20_cv_copperhead.stringtable
Reach out to the beast's mind.	2	[Reach out to the beast's mind.] 	re_si_sea_creature_whale.stringtable
Climb to the open window.	2	[Climb to the open window.]	13_si_wall_climb.stringtable
Climb down.	2	[Climb down.]	09_si_ship_prow_climb.stringtable
Let the vithrack explore your thoughts.	2	[Let the vithrack explore your thoughts.]	06_cv_zahak.stringtable
Back away slowly.	2	[Back away slowly.]	16_cv_wahaki_chanter.stringtable
Swim into the passage.	2	[Swim into the passage.]	11_si_swim.stringtable
Aim the bombard using the artillery manual as a guide.	1	[Aim the bombard using the artillery manual as a guide.]	11_si_cannon.stringtable
Use a grappling hook to tug on the gear.	1	[Use a grappling hook to tug on the gear.]	02_cv_door_puzzle.stringtable
Attempt to deactivate the machine.	1	[Attempt to deactivate the machine.]	15_si_engwithan_machine.stringtable
Salute	1	[Salute] "It's been a pleasure, Wakoyo."	08_cv_rdc_bounty_giver.stringtable
Give the tablet.	1	[Give the tablet.] "I retrieved the tablet from Arkemyr's manor."	05_cv_tumara.stringtable
Have the grubs attack the xaurips.	1	[Have the grubs attack the xaurips.]	re_si_campsite_xaurips.stringtable
Take it off his head by force.	1	[Take it off his head by force.]	20_cv_copperhead.stringtable
Set off a magical spark next to his ear.	1	[Set off a magical spark next to his ear.]	00_cv_vektor.stringtable
Remove the blighted koīki fruit.	1	[Remove the blighted koīki fruit.]	16_cv_bowl.stringtable
Strengthen the gangly teen with a spell.	1	[Strengthen the gangly teen with a spell.]	re_si_port_maje_swimming.stringtable
Walk away without further explanation.	1	[Walk away without further explanation.]	companion_cv_xoti_arc.stringtable
Descend the rope.	1	[Descend the rope.]	00_cv_poko_kohara_well.stringtable
